Date,Tweet ID,Tweet Text,Full Name,Screen Name,Favorite_count,Retweets,Followers,Follows,Verified,User Since,Location,Bio,Preproccessed Tweet Text,Subjectivity,Polarity,Label
2021-04-07 15:46:38,1379822937809690627,RT @markwestwebsite: @kevinolearytv Kevin O'Leary aka Mr. Wonderful the destruction won't stop. Give power back to the people with a fair d…,Alma Aldana,@AaldanaPinto,0,43,70,153,False,2014-05-21 05:49:15,Regina Saskatchewan,, Kevin O'Leary aka Mr. Wonderful the destruction won't stop. Give power back to the people with a fair d…,0.6333333333333333,0.5666666666666667,Highly Positive
2021-04-07 15:46:38,1379822936912244743,"RT @BTC_Archive: Coinbase has 56M verified users!

Only 0.375 #BTC for each user will ever be mined 😂 

#Bitcoin",Miklos Weber,@WeberMiklos,0,273,168,485,False,2020-10-29 21:44:56,"Ostrava, Czech",,"Coinbase has 56M verified users!

Only 0.375 BTC for each user will ever be mined 😂 

Bitcoin",1.0,0.0,Neutral
2021-04-07 15:46:38,1379822934940876801,"Investment is the key to financial success, living on just your paycheck alone is suicidal.
Start up a second incom… https://t.co/eOPh681hiq",Tammy Godwin9,@Godwin9Tammy,0,0,0,15,False,2021-03-31 09:20:11,"New York, USA",📊🎀Fᴏʀᴇx-ɪɴᴛᴇʀᴇSᴛ📈📩Sᴇɴᴅ Dɪʀᴇᴄᴛ ᴍᴇSsᴀɢᴇ 🛠 ExPᴇʀɪᴇɴᴄᴇ ᴛʀᴀᴅᴇʀ 💰UɴɪTᴇᴅ SᴛᴀTᴇ💶💷📩ᴅᴍ📊📈📉🦾Nᴇᴠʀᴇ Gɪᴠᴇ Uᴘ 🤝 IɴᴠᴇsTᴍᴇɴᴛ MᴀɴᴀɢᴇᴍᴇɴT 🎀,"Investment is the key to financial success, living on just your paycheck alone is suicidal.
Start up a second incom… ",0.25,0.075,Positive
2021-04-07 15:46:38,1379822934836060172,100X YOUR BITCOIN WITH THE BEST TRADING TRICK! HAS RIPPLE CHANGED THE GAME? https://t.co/zBUxpdE8b0 via @YouTube,Mars Rover,@XactAbort,0,0,10,142,False,2017-04-26 16:48:25,,,100X YOUR BITCOIN WITH THE BEST TRADING TRICK! HAS RIPPLE CHANGED THE GAME?  via ,0.35,0.3,Positive
2021-04-07 15:46:37,1379822933728751619,"RT @cryptoxchris: ⚡🔥HOT $50 $ASTRO or BNB Giveaway!

To win:
✔ Tag a friend
✔ Follow us &amp; @AstroToken
✔ Retweet

Good luck! 💖

Rolling in 2…",Anuj asthana,@Anujasthana9,0,1626,3,54,False,2021-03-29 09:02:12,,student,"⚡🔥HOT $50 $ASTRO or BNB Giveaway!

To win:
✔ Tag a friend
✔ Follow us &amp; 
✔ Retweet

Good luck! 💖

Rolling in 2…",0.5,0.8375,Highly Positive
2021-04-07 15:46:37,1379822932420087811,"People are too blinded by looking at 15 minute graphs...just a matter of time 😏
#Bitcoin 🥕 https://t.co/4L01FfQFpI",Architect,@ArchitectExe,0,0,148,140,False,2011-11-14 16:12:22,,,"People are too blinded by looking at 15 minute graphs...just a matter of time 😏
Bitcoin 🥕 ",0.0,0.0,Neutral
2021-04-07 15:46:37,1379822931279237124,RT @IraHeatBeat: Miami Heat announce cryptocurrency partnership in wake of FTX Arena naming rights . . . but no Bitcoin accepted. https://t…,TIMMAY ™ 🇧🇸,@Timmaaay_,0,2,4818,2524,False,2011-06-20 23:21:43,"☀Nassau, The Bahamas☀",#WHODAT242 📺 Media for @bahmasqueraders💻 Basketball Aficionado (@miamiheat) 🏀 Carnival Enthusiast 🎶 Music Junkie 🎧 Cinephile,Miami Heat announce cryptocurrency partnership in wake of FTX Arena naming rights . . . but no Bitcoin accepted. …,0.0,0.0,Neutral
2021-04-07 15:46:36,1379822928724783110,RT @Eyix_ag0508: @BitzippOfficial This is a project that will be very useful in the future. Because it is supported by a professional team…,Marof Hossen,@HossenMarof,0,1,2,36,False,2021-04-02 08:48:05,,, This is a project that will be very useful in the future. Because it is supported by a professional team…,0.075,0.16333333333333333,Positive
2021-04-07 15:46:35,1379822925000237057,"RT @latokens: Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the @WHITEX63000231 Airdrop on LATOKEN, complete quick and easy…",Ali Imam,@AliImam38764044,0,449,49,169,False,2020-06-18 14:19:41,,,"Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the  Airdrop on LATOKEN, complete quick and easy…",0.45,0.21666666666666667,Positive
2021-04-07 15:46:35,1379822923553378309,"RT @iamZatoshi: 🔥🐲 Bitcoin SV Giveaway 🐲🔥

I will give $50 in $BSV to 1 Person in 8 hours. 

Like, Retweet &amp; Follow me.

Tag #BitcoinSV or…",RagnarCAPO,@CapoRagnar,0,1865,2,141,False,2021-01-30 17:26:34,Colombia,"Addict to roobet, stake and others crypto casinos. 
New account to retweet giveaways and dont bother people in my real twitter xD","🔥🐲 Bitcoin SV Giveaway 🐲🔥

I will give $50 in $BSV to 1 Person in 8 hours. 

Like, Retweet &amp; Follow me.

Tag BitcoinSV or…",0.0,0.0,Neutral
2021-04-07 15:46:35,1379822923163303940,"RT @latokens: Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the @WHITEX63000231 Airdrop on LATOKEN, complete quick and easy…",Ali Raza,@AliRaza04618084,0,449,3,84,False,2021-02-06 19:05:12,"Lahore, Pakistan",I am not perfect but I am thankful for everything I have,"Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the  Airdrop on LATOKEN, complete quick and easy…",0.45,0.21666666666666667,Positive
2021-04-07 15:46:34,1379822920688664582,"RT @latokens: Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the @WHITEX63000231 Airdrop on LATOKEN, complete quick and easy…",Savara Tejmal Sharma,@SharmaSavara,0,449,18,361,False,2021-01-17 12:48:41,"Dhule, India",Indian,"Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the  Airdrop on LATOKEN, complete quick and easy…",0.45,0.21666666666666667,Positive
2021-04-07 15:46:34,1379822918838853634,RT @cryptojustine: Working with a lot of crypto projects here in community with good results! Dm me if your looking for promoter that can h…,🍆,@anaknipickaw,0,290,356,1898,False,2014-02-24 16:05:05,Gcash: 09998072251,back-up: @luckytwirlong_ | 6️⃣5️⃣🎹 | #StephTYNext #GenSquad #SirgeSquad #mamitokyo #LegitCutieBabeGem #silentsquad,Working with a lot of crypto projects here in community with good results! Dm me if your looking for promoter that can h…,0.6000000000000001,0.875,Highly Positive
2021-04-07 15:46:33,1379822916687294465,"RT @lexfridman: I propose a new cryptocurrency: LexCoin. It is infinitely scarce, only zero available ever, but it does exist as a Platonic…",Jonathan Spleef,@06_chevy_,0,95,21,489,False,2020-02-15 01:25:15,Jeffer St.,ignorance is bliss. $doge,"I propose a new cryptocurrency: LexCoin. It is infinitely scarce, only zero available ever, but it does exist as a Platonic…",0.6181818181818182,0.1787878787878788,Positive
2021-04-07 15:46:33,1379822915659591686,@mwhjdgi @PayPal I don't understand your first sentence. Are you saying you can spend bitcoin as dollars?,🕳️,@fresheyeball,0,0,992,1779,False,2010-07-10 09:38:54,"Firestone, CO","I hire Haskellers and like GHCjs.

https://t.co/993sjQT5GJ

https://t.co/XhJmihbmWy

https://t.co/GxofRuEsGF",  I don't understand your first sentence. Are you saying you can spend bitcoin as dollars?,0.3333333333333333,0.25,Positive
2021-04-07 15:46:33,1379822914762067969,RT @IraHeatBeat: Miami Heat announce cryptocurrency partnership in wake of FTX Arena naming rights . . . but no Bitcoin accepted. https://t…,🌴305 Tomas Casales🌴HEAT (26-25)🔥,@HeatUpTommy,0,2,1265,1800,False,2017-04-06 12:03:44,,GO FOLLOW THE HOMIES @JimmysBurner2 @angieemartell @SmooveL5 @TheWRLD_Backup @currypiston @SportsVibes305 @MiamiHEAT @HeatVsHaters @KidomegaLeon #HEATTwitter,Miami Heat announce cryptocurrency partnership in wake of FTX Arena naming rights . . . but no Bitcoin accepted. …,0.0,0.0,Neutral
2021-04-07 15:46:33,1379822914183254028,RT @GerberKawasaki: We will be detailing today the future of what buying bitcoin through a established institutional firm will look like. W…,Digital Asset Management,@DAM_Zone,0,5,2041,1744,False,2018-05-31 11:50:24,"Linz, Austria","#DAM ist die Speicherung und Verwaltung von beliebigen digitalen Inhalten, insbesondere von Mediendateien wie Grafiken, Videos, Musikdateien und Textbausteinen.",We will be detailing today the future of what buying bitcoin through a established institutional firm will look like. W…,0.2625,-0.1,Negative
2021-04-07 15:46:32,1379822910978678785,RT @flurtft: 🖤 $100 to someone who retweets this and follows @pardonmypick in 24 hours 🖤 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #spo…,Bee 🍀,@babeebeau,0,2374,17,413,False,2018-01-21 09:44:22,,"My account @/beauvisual is suspended. I'll use this account instead😊
#ILYAngeLQueeN",🖤 $100 to someone who retweets this and follows  in 24 hours 🖤 giveaway Bitcoin Ethereum BNB TRX money spo…,0.0,0.0,Neutral
2021-04-07 15:46:31,1379822906557915140,"RT @bud_crypto: $BTC 4H chart is showing a Resistance level at $55,830.64 and a Support level at $46,145.78

The candles are above the itch…",JUAN,@jhnvrgno,0,846,243,3497,False,2020-04-22 01:55:14,Cordillera Admin Region,"aim, dream and do it ✨ 🌈","$BTC 4H chart is showing a Resistance level at $55,830.64 and a Support level at $46,145.78

The candles are above the itch…",0.1,0.0,Neutral
2021-04-07 15:46:31,1379822906377711620,"RT @latokens: Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the @WHITEX63000231 Airdrop on LATOKEN, complete quick and easy…",rt3900,@Ruben55042679,0,449,7,212,False,2020-01-28 13:20:14,All World,Fanatic Tokens 🔮,"Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the  Airdrop on LATOKEN, complete quick and easy…",0.45,0.21666666666666667,Positive
2021-04-07 15:46:31,1379822906209759234,"@bdamcoin What a great project, this project is very good and this projector has a lot of attractions, so hopefully… https://t.co/KiMv1wzy5h",novolcuya,@novolcuya,0,0,5,11,False,2021-03-21 02:55:09,,," What a great project, this project is very good and this projector has a lot of attractions, so hopefully… ",0.7650000000000001,0.855,Highly Positive
2021-04-07 15:46:30,1379822904532217857,"RT @sebnemism: There is something I love about #holochain community. They aren't in it just for the pump, but the real belief in bringing s…",Onur,@honurdemir,0,28,469,493,False,2010-06-19 13:50:45,"Москва, Россия",All we need is financial freedom. Eng 🇷🇺 #bitcoin & #holochain enthusiast,"There is something I love about holochain community. They aren't in it just for the pump, but the real belief in bringing s…",0.45,0.35,Positive
2021-04-07 15:46:30,1379822903328337930,"RT @latokens: Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the @WHITEX63000231 Airdrop on LATOKEN, complete quick and easy…",Md Sohag Rana,@MdSohag82617183,0,449,1,28,False,2021-03-01 07:03:30,,Student,"Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the  Airdrop on LATOKEN, complete quick and easy…",0.45,0.21666666666666667,Positive
2021-04-07 15:46:30,1379822902678282242,@eghenry I realize Bitcoin power consumption is a concern. But what are you including in the per-transaction costs of real money exchange?,Mathew Ingram,@mathewi,0,0,89549,2993,True,2007-03-09 04:29:32,"43.776188,-79.149103","I write about digital media for the Columbia Journalism Review. I'm an expert in stucco, a veteran in love and an outlaw in Peru (via https://t.co/UNA708psks)", I realize Bitcoin power consumption is a concern. But what are you including in the per-transaction costs of real money exchange?,0.30000000000000004,0.2,Positive
2021-04-07 15:46:29,1379822898760675330,"RT @latokens: Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the @WHITEX63000231 Airdrop on LATOKEN, complete quick and easy…",Ayaan Ansari,@Baeless_Hoon,0,449,6,69,False,2019-05-12 15:49:38,,,"Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the  Airdrop on LATOKEN, complete quick and easy…",0.45,0.21666666666666667,Positive
2021-04-07 15:46:28,1379822896042807297,RT @flurtft: 🐩 $100 to someone who retweets this and joins https://t.co/e5cJF4aBHx + https://t.co/NCGS7cV0sY and then votes for $POODL in 1…,LJ ♡,@reddbutterfly_,0,1112,227,715,False,2020-07-12 14:54:46,,"19 ♡ la vie est courte, l'art est long ♡ #휘인 ♡ WHEEIN'S SOLO COMEBACK ON APRIL 13TH",🐩 $100 to someone who retweets this and joins  +  and then votes for $POODL in 1…,0.0,0.0,Neutral
2021-04-07 15:46:28,1379822895959003139,"RT @BitzippOfficial: #Bitzipp 

#PreSale with 10% bonus is in progress 

1 BZP = 0.10 USD 

 Register on https://t.co/TIln1NzROf and buy #B…",Arsham,@Arsham34252937,0,5808,18,173,False,2020-12-19 01:03:53,,https://t.co/2ECnMDLPCQ,"Bitzipp 

PreSale with 10% bonus is in progress 

1 BZP = 0.10 USD 

 Register on  and buy B…",0.0,0.0,Neutral
2021-04-07 15:46:28,1379822895849897988,"RT @ripki255: @BitzippOfficial This is a project that will be very useful in the future.
because it is supported by a professional team wit…",Marof Hossen,@HossenMarof,0,1,2,36,False,2021-04-02 08:48:05,,," This is a project that will be very useful in the future.
because it is supported by a professional team wit…",0.075,0.16333333333333333,Positive
2021-04-07 15:46:28,1379822895690440705,"RT @bitxmicrypto: Great News from tomorrow 5th April Bitxmi Earn while trade Promo will start!!

All traders can earn 0.05% in Bxmi on all…",◡̈,@kodillll,0,1662,81,153,False,2020-06-08 04:34:27,Indonesia,i just love,"Great News from tomorrow 5th April Bitxmi Earn while trade Promo will start!!

All traders can earn 0.05% in Bxmi on all…",0.75,1.0,Highly Positive
2021-04-07 15:46:28,1379822894570688519,"RT @SallyMayweather: Some coins have good adoption but are poor exchange media. Others are efficient exchange media but lack adoption. 

On…",BCH is CASH,@bch_pls,0,13,1009,1619,False,2017-10-24 15:32:31,,Bitcoin Cash is Fast | Affordable | Secure | Decentralized | Sound Money | For the World,"Some coins have good adoption but are poor exchange media. Others are efficient exchange media but lack adoption. 

On…",0.6000000000000001,0.14999999999999997,Positive
2021-04-07 15:46:28,1379822894306316290,"RT @latokens: Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the @WHITEX63000231 Airdrop on LATOKEN, complete quick and easy…",Jahid Billa,@BillaJahid,0,450,15,94,False,2021-03-03 11:09:04,,I am a student.,"Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the  Airdrop on LATOKEN, complete quick and easy…",0.45,0.21666666666666667,Positive
2021-04-07 15:46:28,1379822894084132870,"RT @jchatterleyCNN: #Bitcoin bulls beware! 

""When we get a risk-off moment, we could be seeing $BTC pullback to $20-30k. But I think for l…",XRPCOMS,@xrpcoms,0,5,390,1090,False,2020-12-23 19:05:42,,Samurai,"Bitcoin bulls beware! 

""When we get a risk-off moment, we could be seeing $BTC pullback to $20-30k. But I think for l…",0.0,0.0,Neutral
2021-04-07 15:46:27,1379822890053476355,RT @elonmusk: You can now buy a Tesla with Bitcoin,🚫*SURPRISING* T.O.O.LS🕊📈,@kenshaks,0,116037,515,506,False,2012-01-12 13:01:42,Streaming Within the Clouds🛩,"I A♏UNITED

🌊💥Don't Let your Emotions Supersede Your Intelligence💥",You can now buy a Tesla with Bitcoin,0.0,0.0,Neutral
2021-04-07 15:46:26,1379822886769188865,"RT @latokens: Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the @WHITEX63000231 Airdrop on LATOKEN, complete quick and easy…",Followback 100%,@NguyenOai10,0,450,30,207,False,2020-12-17 05:36:03,,Follow me and Followback,"Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the  Airdrop on LATOKEN, complete quick and easy…",0.45,0.21666666666666667,Positive
2021-04-07 15:46:26,1379822886395908102,"RT @lexfridman: I propose a new cryptocurrency: LexCoin. It is infinitely scarce, only zero available ever, but it does exist as a Platonic…",Vitreledonella Richardi,@KronRafa,0,95,1,33,False,2021-03-14 23:32:32,,,"I propose a new cryptocurrency: LexCoin. It is infinitely scarce, only zero available ever, but it does exist as a Platonic…",0.6181818181818182,0.1787878787878788,Positive
2021-04-07 15:46:26,1379822884827377675,"RT @amonbuy: $GVT 🥇🏆🦾

Big things to come. 

Just wait patiently because it coming!

#altcoins #altseanson #Binance #Bitcoin #cryptocurrenc…",Buy Crypto 🌏🔥🚀,@amonbuy,0,22,2640,169,False,2017-10-19 23:16:09,"Delaware, USA","My posts are not investment advice. Do your research yourself. Good days do not come to you, you will go to them.  #bitcoin #DeFi","$GVT 🥇🏆🦾

Big things to come. 

Just wait patiently because it coming!

altcoins altseanson Binance Bitcoin cryptocurrenc…",0.1,0.0,Neutral
2021-04-07 15:46:26,1379822884521009153,"RT @latokens: Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the @WHITEX63000231 Airdrop on LATOKEN, complete quick and easy…",Gudu Kumar,@GuduKum77509966,0,450,252,167,False,2020-06-30 03:12:57,,Student,"Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the  Airdrop on LATOKEN, complete quick and easy…",0.45,0.21666666666666667,Positive
2021-04-07 15:46:25,1379822882742624256,RT @Kuswant01619488: @BitzippOfficial This is a project that will be very useful in the future. Because it is supported by a professional t…,Marof Hossen,@HossenMarof,0,1,2,36,False,2021-04-02 08:48:05,,, This is a project that will be very useful in the future. Because it is supported by a professional t…,0.075,0.16333333333333333,Positive
2021-04-07 15:46:25,1379822881526386697,RT @cryptojustine: Working with a lot of crypto projects here in community with good results! Dm me if your looking for promoter that can h…,Laiba Shaikh,@CryptoLaiba,0,290,302,3350,False,2020-03-20 20:01:47,,I am just a student!,Working with a lot of crypto projects here in community with good results! Dm me if your looking for promoter that can h…,0.6000000000000001,0.875,Highly Positive
2021-04-07 15:46:25,1379822880528154632,I warned you about MARA. Now down 12%. #Bitcoin mining is a fools errand in USA. CHINESE miners with free electrici… https://t.co/rZEDhd4U7Z,Buzzy Bitcoin,@BuzzyBitcoin,0,0,159,3,False,2020-10-07 12:40:42,"Austen, Texaz",BITCOIN is NOT a SOCIAL MOVEMENT,I warned you about MARA. Now down 12%. Bitcoin mining is a fools errand in USA. CHINESE miners with free electrici… ,0.362962962962963,0.08148148148148147,Positive
2021-04-07 15:46:24,1379822877856333824,"RT @flurtft: $100 reroll, winner replied with wrong reply (was supposed to tell me to go to sleep but said goodluck...). retweet and ends i…",Sooya,@Sooyakimmy,0,2856,163,485,False,2021-03-30 01:57:03,,my account got sus (Ninipickme) | PLEASE DON’T REROLL,"$100 reroll, winner replied with wrong reply (was supposed to tell me to go to sleep but said goodluck...). retweet and ends i…",0.9,-0.5,Highly Negative
2021-04-07 15:46:24,1379822877306937348,RT @DarkwebToday: Bangalore police gets their #100DaysOfCode #cybersecuritytips #infosecurity #hacknotcrime https://t.co/4GZdKcbb14 #blog #…,Chris Kalema,@KalemaChris,0,1,806,272,False,2017-07-08 09:45:04,"Kampala, Uganda ",Technologist @UnwantedWitness || Cyber-Security Enthusiast || Digital Rights Activist || Graduate @MakerereU || Novice Coder 👨🏾‍💻,Bangalore police gets their 100DaysOfCode cybersecuritytips infosecurity hacknotcrime  blog …,0.0,0.0,Neutral
2021-04-07 15:46:24,1379822875616583684,"RT @latokens: Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the @WHITEX63000231 Airdrop on LATOKEN, complete quick and easy…",James,@James38409889,0,435,9,179,False,2020-10-07 11:32:00,,Born to grow,"Get a share of 1.5 million WHX cryptocurrency tokens. 💰
Join the  Airdrop on LATOKEN, complete quick and easy…",0.45,0.21666666666666667,Positive
2021-04-07 15:46:24,1379822875587186690,"RT @Sweepsgg: I’m giving $100 to one lucky follower that retweets this within the next 24 hours. #Bitcoin 

To enter:
- Follow @BailieRick…",JOKER BABY,@3wli8U3ndia,0,980,19,2222,False,2015-10-16 07:45:21,,"‏‏‏猫قطחתולネコ
🇵🇭","I’m giving $100 to one lucky follower that retweets this within the next 24 hours. Bitcoin 

To enter:
- Follow …",0.4166666666666667,0.16666666666666666,Positive
